trial_id,eye,start_time,end_time,duration,start_x,start_y,end_x,end_y,amplitude,peak_velocity,participant_id,condition,average_velocity,saccade_direction
0,L,5887506,5887519,13,959.2,565.3,953.0,528.4,0.67,73.0,354,anti-saccade,51.53846153846154,left
0,L,5890354,5890398,44,947.6,542.5,1322.0,608.1,6.89,284.0,354,anti-saccade,156.5909090909091,right
0,R,5890353,5890401,48,956.9,568.6,1352.7,619.6,7.24,322.0,354,anti-saccade,150.83333333333334,right
0,L,5890503,5890527,24,1320.9,614.1,1397.1,561.6,1.65,130.0,354,anti-saccade,68.74999999999999,right
0,R,5890504,5890534,30,1341.0,610.1,1398.8,563.2,1.33,167.0,354,anti-saccade,44.333333333333336,right
0,R,5890657,5890667,10,1411.3,552.0,1402.0,518.6,0.62,63.0,354,anti-saccade,62.0,left
0,L,5890658,5890671,13,1388.2,581.7,1370.7,542.9,0.76,81.0,354,anti-saccade,58.46153846153846,left
1,L,5894297,5894344,47,1005.3,533.9,1281.9,537.8,5.04,312.0,354,anti-saccade,107.2340425531915,right
1,R,5894298,5894344,46,1018.2,528.2,1301.8,535.6,5.17,347.0,354,anti-saccade,112.39130434782608,right
1,L,5894513,5894564,51,1299.3,529.7,912.2,549.6,7.06,382.0,354,anti-saccade,138.4313725490196,left
1,R,5894515,5894566,51,1316.0,534.5,944.0,549.3,6.78,348.0,354,anti-saccade,132.94117647058823,left
1,L,5894634,5894693,59,896.4,561.3,502.8,562.7,7.12,293.0,354,anti-saccade,120.67796610169492,left
1,R,5894635,5894697,62,908.3,587.4,532.9,599.0,6.8,247.0,354,anti-saccade,109.67741935483872,left
1,L,5894964,5894979,15,490.1,596.5,498.3,562.3,0.62,74.0,354,anti-saccade,41.333333333333336,right
1,R,5894968,5894986,18,503.3,612.4,511.3,574.7,0.68,66.0,354,anti-saccade,37.77777777777778,right
2,L,5902721,5902768,47,955.0,538.3,1306.3,569.6,6.41,276.0,354,anti-saccade,136.38297872340428,right
2,R,5902719,5902778,59,954.6,556.3,1308.5,554.5,6.44,325.0,354,anti-saccade,109.15254237288136,right
2,R,5902844,5902868,24,1319.5,552.8,1458.4,520.6,2.56,196.0,354,anti-saccade,106.66666666666667,right
2,L,5902845,5902869,24,1298.9,571.6,1434.0,531.0,2.53,166.0,354,anti-saccade,105.41666666666666,right
3,R,5907709,5907756,47,980.1,548.3,1400.2,552.8,7.62,321.0,354,anti-saccade,162.12765957446808,right
3,L,5907711,5907758,47,958.2,545.9,1356.9,560.0,7.24,290.0,354,anti-saccade,154.0425531914894,right
3,L,5907889,5907902,13,1355.5,552.3,1395.5,535.6,0.78,75.0,354,anti-saccade,60.00000000000001,right
3,R,5907887,5907906,19,1386.7,553.8,1420.7,545.6,0.63,88.0,354,anti-saccade,33.15789473684211,right
3,L,5908086,5908100,14,1387.4,548.6,1432.9,555.2,0.82,69.0,354,anti-saccade,58.57142857142857,right
3,R,5908087,5908100,13,1423.8,538.4,1466.6,532.5,0.77,71.0,354,anti-saccade,59.23076923076923,right
4,R,5909431,5909484,53,967.8,574.8,978.7,535.0,0.73,332.0,354,anti-saccade,13.773584905660377,right
4,R,5910979,5911026,47,964.5,531.5,1270.2,532.3,5.57,332.0,354,anti-saccade,118.51063829787235,right
4,L,5910979,5911027,48,963.2,542.5,1250.1,551.6,5.23,294.0,354,anti-saccade,108.95833333333334,right
4,L,5911065,5911142,77,1262.5,564.4,422.2,609.4,15.09,374.0,354,anti-saccade,195.97402597402598,left
4,R,5911067,5911143,76,1274.1,540.8,440.5,609.8,15.02,330.0,354,anti-saccade,197.6315789473684,left
4,L,5911246,5911266,20,412.8,621.5,514.7,570.0,2.03,162.0,354,anti-saccade,101.5,right
4,R,5911244,5911268,24,428.8,606.1,534.3,574.7,1.96,180.0,354,anti-saccade,81.66666666666667,right
5,L,5912979,5912996,17,967.2,555.7,994.0,546.1,0.52,62.0,354,anti-saccade,30.58823529411765,right
5,L,5914571,5914598,27,959.7,536.2,734.3,566.4,4.15,254.0,354,anti-saccade,153.7037037037037,left
5,R,5914573,5914603,30,960.8,554.2,752.5,587.3,3.85,230.0,354,anti-saccade,128.33333333333331,left
5,L,5914852,5914874,22,740.5,575.8,630.4,542.1,2.09,162.0,354,anti-saccade,94.99999999999999,left
5,R,5914853,5914875,22,752.4,582.1,641.4,544.7,2.12,162.0,354,anti-saccade,96.36363636363637,left
5,L,5914954,5914979,25,637.7,555.1,504.4,541.2,2.42,188.0,354,anti-saccade,96.8,left
5,R,5914956,5914981,25,647.8,552.1,516.5,550.3,2.37,182.0,354,anti-saccade,94.80000000000001,left
6,R,5917026,5917086,60,964.1,564.6,983.2,548.1,0.46,129.0,354,anti-saccade,7.666666666666667,right
6,L,5919261,5919315,54,961.4,541.0,1476.0,593.0,9.33,285.0,354,anti-saccade,172.77777777777777,right
6,R,5919259,5919325,66,967.5,526.8,1475.5,556.4,9.19,318.0,354,anti-saccade,139.24242424242422,right
6,R,5919410,5919420,10,1485.5,568.2,1467.8,539.0,0.6,61.0,354,anti-saccade,60.0,left
6,L,5919410,5919423,13,1479.6,584.2,1450.3,561.5,0.66,70.0,354,anti-saccade,50.769230769230774,left
7,L,5923954,5924013,59,957.6,544.1,507.5,587.8,8.19,325.0,354,anti-saccade,138.8135593220339,left
7,R,5923957,5924015,58,962.9,557.5,556.7,619.3,7.44,274.0,354,anti-saccade,128.27586206896552,left
8,L,5928402,5928441,39,969.2,540.0,660.8,559.3,5.63,298.0,354,anti-saccade,144.35897435897436,left
8,R,5928403,5928443,40,964.8,533.3,686.7,573.8,5.12,252.0,354,anti-saccade,128.0,left
8,L,5928593,5928608,15,671.9,569.6,625.2,551.9,0.9,76.0,354,anti-saccade,60.00000000000001,left
8,R,5928592,5928608,16,669.4,572.3,618.5,546.6,1.03,85.0,354,anti-saccade,64.375,left
9,R,5933210,5933246,36,965.3,538.2,1262.6,557.7,5.43,292.0,354,anti-saccade,150.83333333333331,right
9,L,5933212,5933249,37,951.6,538.2,1229.3,560.1,5.08,261.0,354,anti-saccade,137.29729729729732,right
9,L,5933373,5933388,15,1230.4,554.8,1287.0,529.6,1.12,96.0,354,anti-saccade,74.66666666666667,right
9,R,5933371,5933389,18,1251.3,557.0,1315.5,526.5,1.29,108.0,354,anti-saccade,71.66666666666667,right
9,L,5933560,5933574,14,1284.2,546.8,1338.4,530.8,1.02,95.0,354,anti-saccade,72.85714285714286,right
9,R,5933557,5933574,17,1300.8,532.1,1362.8,518.5,1.15,99.0,354,anti-saccade,67.6470588235294,right
10,L,5939114,5939142,28,960.1,542.3,737.2,552.4,4.08,272.0,354,anti-saccade,145.71428571428572,left
10,R,5939115,5939145,30,957.3,544.3,758.2,586.8,3.72,237.0,354,anti-saccade,124.00000000000001,left
10,L,5939235,5939256,21,749.2,558.3,637.4,543.7,2.05,172.0,354,anti-saccade,97.6190476190476,left
10,R,5939234,5939258,24,761.6,575.3,643.5,554.0,2.18,168.0,354,anti-saccade,90.83333333333333,left
10,L,5939457,5939472,15,654.0,563.3,594.7,555.8,1.08,95.0,354,anti-saccade,72.00000000000001,left
10,R,5939462,5939476,14,645.9,560.6,599.0,571.8,0.87,84.0,354,anti-saccade,62.142857142857146,left
11,L,5942781,5942797,16,976.9,543.8,956.9,530.7,0.44,63.0,354,anti-saccade,27.5,left
11,R,5943926,5943977,51,957.7,541.4,501.7,600.7,8.31,275.0,354,anti-saccade,162.94117647058826,left
11,L,5943923,5943978,55,959.4,521.9,469.7,581.2,8.92,320.0,354,anti-saccade,162.1818181818182,left
11,L,5944054,5944073,19,479.3,585.0,536.9,529.0,1.43,124.0,354,anti-saccade,75.26315789473684,right
11,R,5944055,5944076,21,494.9,600.9,551.5,554.4,1.31,130.0,354,anti-saccade,62.38095238095239,right
12,R,5948451,5948491,40,955.4,555.3,1314.6,564.2,6.54,302.0,354,anti-saccade,163.5,right
12,L,5948452,5948492,40,962.9,536.4,1290.3,549.5,5.96,256.0,354,anti-saccade,149.0,right
12,R,5948582,5948605,23,1296.6,566.8,1386.8,528.0,1.77,164.0,354,anti-saccade,76.95652173913044,right
12,L,5948584,5948606,22,1292.0,550.4,1371.6,516.8,1.56,136.0,354,anti-saccade,70.9090909090909,right
13,L,5952268,5952279,11,965.5,537.1,1002.4,531.0,0.68,70.0,354,anti-saccade,61.81818181818182,right
13,R,5952265,5952281,16,958.5,520.5,1018.1,519.5,1.09,102.0,354,anti-saccade,68.125,right
13,L,5952447,5952471,24,1002.3,531.2,855.2,541.6,2.7,273.0,354,anti-saccade,112.5,left
13,R,5952446,5952472,26,1008.5,523.7,859.0,544.1,2.76,212.0,354,anti-saccade,106.15384615384615,left
13,L,5952536,5952563,27,881.9,530.1,670.8,528.3,3.85,255.0,354,anti-saccade,142.5925925925926,left
13,R,5952536,5952566,30,872.2,538.6,680.2,534.4,3.5,217.0,354,anti-saccade,116.66666666666667,left
13,L,5952669,5952691,22,669.7,532.1,547.4,549.3,2.23,176.0,354,anti-saccade,101.36363636363636,left
13,R,5952671,5952694,23,657.5,531.4,553.6,558.1,1.94,141.0,354,anti-saccade,84.34782608695653,left
14,R,5956494,5956547,53,960.9,542.1,1275.6,553.1,5.74,299.0,354,anti-saccade,108.30188679245283,right
14,L,5956495,5956548,53,975.0,529.9,1264.0,562.4,5.3,252.0,354,anti-saccade,99.99999999999999,right
14,R,5956631,5956652,21,1284.7,557.1,1374.4,531.5,1.68,142.0,354,anti-saccade,80.0,right
14,L,5956631,5956653,22,1283.8,552.2,1367.2,527.1,1.57,118.0,354,anti-saccade,71.36363636363636,right
15,L,5959191,5959205,14,925.3,550.8,977.2,540.0,0.97,86.0,354,anti-saccade,69.28571428571428,right
15,R,5959188,5959212,24,932.0,552.5,971.7,542.9,0.75,113.0,354,anti-saccade,31.25,right
15,L,5960394,5960438,44,984.7,540.7,1321.0,548.9,6.12,258.0,354,anti-saccade,139.0909090909091,right
15,R,5960395,5960438,43,979.9,530.4,1338.6,535.8,6.52,309.0,354,anti-saccade,151.62790697674416,right
15,L,5960534,5960556,22,1319.3,566.8,1393.1,547.7,1.37,132.0,354,anti-saccade,62.27272727272728,right
15,R,5960532,5960563,31,1321.0,544.2,1384.8,522.9,1.21,161.0,354,anti-saccade,39.03225806451613,right
0,R,4707617,4707662,45,1177.2,555.8,846.0,428.8,6.49,282.0,87,anti-saccade,144.22222222222223,left
0,L,4707616,4707670,54,1175.3,513.5,852.5,374.1,6.43,365.0,87,anti-saccade,119.07407407407406,left
0,R,4707927,4707937,10,861.9,413.9,878.1,394.5,0.46,49.0,87,anti-saccade,46.0,right
0,L,4707930,4707938,8,843.2,367.4,847.3,345.5,0.41,51.0,87,anti-saccade,51.25,right
0,R,4708103,4708129,26,887.5,397.2,982.8,540.3,3.12,238.0,87,anti-saccade,120.00000000000001,right
0,L,4708104,4708131,27,855.5,351.9,959.6,518.0,3.56,253.0,87,anti-saccade,131.85185185185185,right
0,L,4709797,4709819,22,1087.4,589.5,991.8,543.1,1.93,165.0,87,anti-saccade,87.72727272727272,left
0,R,4709800,4709819,19,1071.4,575.2,993.4,558.7,1.46,128.0,87,anti-saccade,76.84210526315789,left
0,L,4711326,4711347,21,985.4,634.6,965.0,536.2,1.79,140.0,87,anti-saccade,85.23809523809524,left
0,R,4711324,4711347,23,996.9,644.1,986.7,537.4,1.91,177.0,87,anti-saccade,83.04347826086956,left
0,R,4712229,4712247,18,934.7,558.8,993.2,565.9,1.08,102.0,87,anti-saccade,60.00000000000001,right
0,L,4712230,4712250,20,924.9,526.8,977.0,531.2,0.96,97.0,87,anti-saccade,48.0,right
0,R,4714224,4714233,9,958.6,524.9,981.1,527.6,0.42,48.0,87,anti-saccade,46.666666666666664,right
0,L,4714226,4714233,7,959.6,504.9,981.3,510.1,0.41,54.0,87,anti-saccade,58.57142857142857,right
0,L,4716240,4716284,44,963.2,530.0,1384.3,561.5,7.66,347.0,87,anti-saccade,174.0909090909091,right
0,R,4716239,4716286,47,957.7,551.2,1393.5,556.9,7.9,312.0,87,anti-saccade,168.08510638297875,right
0,L,4716334,4716363,29,1382.7,546.8,1665.9,540.4,5.02,317.0,87,anti-saccade,173.10344827586204,right
0,R,4716333,4716374,41,1373.0,563.3,1691.5,532.9,5.66,310.0,87,anti-saccade,138.0487804878049,right
0,R,4717068,4717130,62,1658.7,586.0,969.6,527.3,12.35,396.0,87,anti-saccade,199.19354838709677,left
0,L,4717067,4717131,64,1677.9,540.5,974.4,518.1,12.57,444.0,87,anti-saccade,196.40625,left
0,R,4717380,4717390,10,956.5,530.2,988.6,532.6,0.59,62.0,87,anti-saccade,59.0,right
0,L,4717380,4717393,13,955.8,517.2,994.9,516.4,0.72,68.0,87,anti-saccade,55.38461538461538,right
1,L,4719511,4719550,39,970.8,518.8,746.2,379.5,4.83,314.0,87,anti-saccade,123.84615384615384,left
1,R,4719511,4719552,41,982.4,541.7,771.3,389.9,4.74,290.0,87,anti-saccade,115.60975609756098,left
1,R,4719836,4719845,9,770.9,387.4,791.9,373.4,0.46,52.0,87,anti-saccade,51.111111111111114,right
1,L,4720037,4720058,21,788.3,345.6,677.2,335.0,2.05,171.0,87,anti-saccade,97.6190476190476,left
1,R,4720038,4720059,21,790.1,388.0,690.2,374.0,1.85,145.0,87,anti-saccade,88.0952380952381,left
1,R,4720279,4720312,33,697.9,385.1,995.8,368.1,5.49,323.0,87,anti-saccade,166.36363636363637,right
1,L,4720279,4720313,34,679.7,346.7,976.8,328.5,5.48,321.0,87,anti-saccade,161.1764705882353,right
1,R,4720513,4720534,21,989.6,378.1,1086.4,381.5,1.79,144.0,87,anti-saccade,85.23809523809524,right
1,L,4720514,4720535,21,976.1,344.1,1074.2,357.8,1.83,157.0,87,anti-saccade,87.14285714285715,right
1,R,4720715,4720737,22,1074.1,392.7,1180.4,380.9,1.97,166.0,87,anti-saccade,89.54545454545453,right
1,L,4720715,4720738,23,1058.1,356.3,1175.9,360.1,2.17,190.0,87,anti-saccade,94.34782608695652,right
1,R,4720987,4721002,15,1164.4,384.7,1220.9,388.2,1.04,95.0,87,anti-saccade,69.33333333333333,right
1,L,4720987,4721003,16,1164.4,359.0,1221.2,370.5,1.06,100.0,87,anti-saccade,66.25,right
1,L,4721127,4721158,31,1205.8,359.1,962.1,475.5,4.94,330.0,87,anti-saccade,159.35483870967744,left
1,R,4721129,4721159,30,1226.5,389.5,977.4,486.3,4.89,324.0,87,anti-saccade,162.99999999999997,left
1,L,4723498,4723524,26,949.8,509.8,764.4,492.0,3.41,254.0,87,anti-saccade,131.15384615384616,left
1,R,4723500,4723525,25,977.3,529.3,804.1,519.4,3.18,237.0,87,anti-saccade,127.2,left
1,R,4723593,4723636,43,802.4,525.5,394.2,542.5,7.35,305.0,87,anti-saccade,170.93023255813952,left
1,L,4723592,4723641,49,769.1,490.8,327.8,487.3,7.94,322.0,87,anti-saccade,162.0408163265306,left
1,R,4724624,4724676,52,381.4,558.1,997.3,550.5,11.09,386.0,87,anti-saccade,213.26923076923077,right
1,L,4724625,4724686,61,340.3,488.1,942.8,502.1,10.86,390.0,87,anti-saccade,178.0327868852459,right
1,L,4725825,4725834,9,960.0,502.1,975.8,481.9,0.46,53.0,87,anti-saccade,51.111111111111114,right
2,R,4729151,4729159,8,975.6,552.2,997.9,549.2,0.41,48.0,87,anti-saccade,51.25,right
2,R,4729931,4729968,37,991.1,548.6,1294.2,551.4,5.53,292.0,87,anti-saccade,149.45945945945945,right
2,L,4729932,4729980,48,956.6,516.7,1237.3,503.2,5.12,310.0,87,anti-saccade,106.66666666666667,right
2,L,4730158,4730215,57,1255.7,515.0,512.0,533.9,13.44,393.0,87,anti-saccade,235.78947368421052,left
2,R,4730160,4730216,56,1286.5,566.7,579.9,571.5,12.77,346.0,87,anti-saccade,228.03571428571428,left
2,R,4730286,4730334,48,561.0,576.9,332.3,604.6,4.09,331.0,87,anti-saccade,85.20833333333333,left
2,L,4730284,4730336,52,513.5,548.2,269.8,543.2,4.33,334.0,87,anti-saccade,83.26923076923077,left
2,R,4730712,4730767,55,310.7,601.7,881.7,528.1,10.3,437.0,87,anti-saccade,187.27272727272728,right
2,L,4730712,4730770,58,253.2,543.1,840.4,493.7,10.54,445.0,87,anti-saccade,181.72413793103448,right
2,R,4730895,4730919,24,900.4,533.8,976.0,536.2,1.39,155.0,87,anti-saccade,57.916666666666664,right
2,L,4730896,4730927,31,873.7,500.3,933.0,503.5,1.09,175.0,87,anti-saccade,35.16129032258065,right
2,R,4731785,4731798,13,1009.8,485.7,1046.3,485.4,0.67,63.0,87,anti-saccade,51.53846153846154,right
2,L,4731785,4731804,19,942.1,499.6,975.3,495.5,0.61,79.0,87,anti-saccade,32.10526315789473,right
2,R,4732202,4732212,10,1013.9,471.1,982.1,465.0,0.59,67.0,87,anti-saccade,59.0,left
2,L,4732203,4732215,12,951.9,503.8,914.6,492.2,0.72,73.0,87,anti-saccade,60.0,left
2,L,4732404,4732442,38,922.8,484.3,958.4,488.5,0.66,95.0,87,anti-saccade,17.36842105263158,right
2,R,4732404,4732442,38,977.7,448.8,1008.6,458.0,0.59,87.0,87,anti-saccade,15.526315789473683,right
3,R,4733281,4733306,25,1005.9,485.5,911.8,414.2,2.16,140.0,87,anti-saccade,86.4,left
3,L,4733280,4733309,29,948.3,506.3,824.7,347.2,3.67,240.0,87,anti-saccade,126.55172413793103,left
3,R,4733546,4733571,25,872.7,414.6,997.1,470.2,2.5,169.0,87,anti-saccade,100.0,right
3,L,4733546,4733579,33,823.8,376.2,927.7,479.7,2.68,190.0,87,anti-saccade,81.21212121212122,right
3,R,4734321,4734354,33,1072.9,1387.2,1063.6,1145.0,4.0,138.0,87,anti-saccade,121.21212121212122,left
3,L,4734324,4734373,49,969.2,888.6,931.6,752.0,2.36,80.0,87,anti-saccade,48.16326530612244,left
3,R,4734386,4734400,14,1051.6,1057.0,1045.6,980.1,1.32,102.0,87,anti-saccade,94.28571428571429,left
3,L,4738376,4738402,26,997.1,425.3,968.3,513.1,1.67,110.0,87,anti-saccade,64.23076923076923,left
3,R,4738381,4738402,21,988.9,468.3,961.5,550.6,1.57,118.0,87,anti-saccade,74.76190476190476,left
3,R,4740951,4740997,46,971.6,541.0,1321.7,544.5,6.38,327.0,87,anti-saccade,138.69565217391306,right
3,L,4740951,4740998,47,966.2,505.1,1290.7,518.9,5.92,333.0,87,anti-saccade,125.95744680851065,right
3,R,4741043,4741076,33,1299.0,550.2,1541.4,517.3,4.38,295.0,87,anti-saccade,132.72727272727272,right
3,L,4741044,4741088,44,1288.9,511.2,1498.7,503.5,3.77,322.0,87,anti-saccade,85.68181818181817,right
3,L,4741221,4741251,30,1521.6,509.3,1749.5,513.5,3.98,289.0,87,anti-saccade,132.66666666666666,right
3,R,4741220,4741252,32,1518.0,550.7,1755.8,556.5,4.16,251.0,87,anti-saccade,130.0,right
3,L,4741553,4741615,62,1732.7,525.5,1070.8,491.1,11.78,478.0,87,anti-saccade,190.0,left
3,R,4741554,4741617,63,1735.7,579.9,1073.9,508.1,11.83,408.0,87,anti-saccade,187.77777777777777,left
3,R,4741722,4741743,21,1048.8,517.8,962.6,526.3,1.59,144.0,87,anti-saccade,75.71428571428572,left
3,L,4741721,4741744,23,1050.5,499.6,964.9,506.1,1.57,162.0,87,anti-saccade,68.26086956521739,left
3,L,4743392,4743411,19,965.4,492.6,956.8,797.6,5.31,330.0,87,anti-saccade,279.4736842105263,left
3,R,4743386,4743411,25,991.0,515.4,1009.7,1143.4,10.93,585.0,87,anti-saccade,437.2,right
4,R,4744436,4744463,27,889.0,555.0,1013.4,618.6,2.55,182.0,87,anti-saccade,94.44444444444444,right
4,L,4744437,4744464,27,850.7,424.5,979.9,507.9,2.8,211.0,87,anti-saccade,103.7037037037037,right
4,R,4746309,4746320,11,977.7,493.3,992.9,524.6,0.63,61.0,87,anti-saccade,57.27272727272727,right
4,R,4748201,4748219,18,974.7,532.5,944.8,523.1,0.57,79.0,87,anti-saccade,31.66666666666666,left
4,L,4748199,4748220,21,967.6,512.0,938.3,506.4,0.55,80.0,87,anti-saccade,26.19047619047619,left
4,L,4748364,4748428,64,943.0,515.2,353.7,547.6,10.62,359.0,87,anti-saccade,165.9375,left
4,R,4748365,4748428,63,958.6,521.1,398.6,597.9,10.17,336.0,87,anti-saccade,161.42857142857142,left
4,R,4748947,4748991,44,392.3,612.8,923.3,544.0,9.63,432.0,87,anti-saccade,218.86363636363637,right
4,L,4748948,4749003,55,359.6,544.2,881.9,509.5,9.41,424.0,87,anti-saccade,171.0909090909091,right
4,L,4749296,4749315,19,917.0,505.0,964.8,510.6,0.88,91.0,87,anti-saccade,46.31578947368421,right
4,R,4749297,4749315,18,928.6,555.3,970.5,552.5,0.77,78.0,87,anti-saccade,42.77777777777778,right
5,L,4751612,4751650,38,976.0,522.8,835.4,388.8,3.54,273.0,87,anti-saccade,93.15789473684211,left
5,R,4751613,4751652,39,985.2,528.7,856.1,397.5,3.35,241.0,87,anti-saccade,85.8974358974359,left
5,R,4751789,4751815,26,860.8,414.1,978.0,509.8,2.76,213.0,87,anti-saccade,106.15384615384615,right
5,L,4751789,4751816,27,845.6,386.7,969.7,496.8,3.03,237.0,87,anti-saccade,112.22222222222221,right
5,R,4752783,4752794,11,996.8,536.1,961.5,520.0,0.71,71.0,87,anti-saccade,64.54545454545455,left
5,L,4752782,4752800,18,975.9,530.4,951.9,515.0,0.52,80.0,87,anti-saccade,28.88888888888889,left
5,R,4754592,4754643,51,981.4,541.7,1484.4,629.6,9.21,347.0,87,anti-saccade,180.58823529411765,right
5,L,4754592,4754654,62,962.6,503.4,1436.5,583.6,8.69,376.0,87,anti-saccade,140.16129032258064,right
5,R,4754825,4754850,25,1451.9,635.6,1660.9,620.1,3.69,269.0,87,anti-saccade,147.60000000000002,right
5,L,4754826,4754857,31,1446.3,583.6,1660.6,554.3,3.81,292.0,87,anti-saccade,122.90322580645162,right
5,L,4755158,4755221,63,1665.7,573.2,977.7,488.0,12.37,495.0,87,anti-saccade,196.34920634920633,left
5,R,4755159,4755223,64,1666.2,634.6,991.0,504.9,12.26,438.0,87,anti-saccade,191.5625,left
0,R,2214786,2214794,8,964.6,540.4,972.4,514.6,0.48,55.0,231,anti-saccade,60.0,right
0,L,2214785,2214796,11,949.3,553.6,958.8,518.6,0.65,65.0,231,anti-saccade,59.090909090909086,right
0,L,2217802,2217869,67,969.0,518.7,1581.6,561.9,11.03,244.0,231,anti-saccade,164.62686567164178,right
0,R,2217802,2217869,67,970.8,523.4,1576.5,579.2,10.93,254.0,231,anti-saccade,163.13432835820896,right
1,R,2222897,2222956,59,975.1,521.3,1508.7,567.4,9.67,239.0,231,anti-saccade,163.89830508474577,right
1,L,2222898,2222977,79,958.0,530.5,1566.0,564.2,10.94,240.0,231,anti-saccade,138.48101265822785,right
1,R,2223243,2223291,48,1588.3,574.3,1876.0,561.9,4.96,182.0,231,anti-saccade,103.33333333333333,right
1,L,2223243,2223305,62,1574.2,563.8,1840.3,533.7,4.63,185.0,231,anti-saccade,74.6774193548387,right
3,R,2234763,2234845,82,966.7,510.6,1681.5,596.1,12.83,247.0,231,anti-saccade,156.46341463414635,right
3,L,2234764,2234846,82,961.4,518.6,1685.4,593.4,12.97,239.0,231,anti-saccade,158.1707317073171,right
3,R,2235001,2235019,18,1743.1,586.9,1687.2,539.2,1.27,96.0,231,anti-saccade,70.55555555555556,left
3,L,2234999,2235020,21,1752.2,581.5,1678.8,521.2,1.65,122.0,231,anti-saccade,78.57142857142857,left
3,R,2235217,2235267,50,1702.5,553.3,1850.7,545.1,2.55,159.0,231,anti-saccade,51.0,right
3,L,2235217,2235269,52,1687.9,543.4,1846.2,510.3,2.78,177.0,231,anti-saccade,53.46153846153845,right
4,R,2238582,2238599,17,944.9,539.4,969.5,536.1,0.45,76.0,231,anti-saccade,26.470588235294116,right
4,L,2240115,2240188,73,956.4,525.9,269.4,528.2,12.31,259.0,231,anti-saccade,168.63013698630138,left
4,R,2240117,2240192,75,965.5,537.8,306.7,517.5,11.8,236.0,231,anti-saccade,157.33333333333334,left
5,R,2244528,2244613,85,960.9,536.5,1685.7,604.1,12.99,234.0,231,anti-saccade,152.82352941176472,right
5,L,2244529,2244615,86,961.8,520.3,1683.4,564.6,12.89,219.0,231,anti-saccade,149.88372093023256,right
5,R,2244930,2244947,17,1773.7,598.8,1844.0,576.9,1.25,82.0,231,anti-saccade,73.52941176470588,right
5,L,2244930,2244955,25,1776.8,563.4,1863.6,536.4,1.55,97.0,231,anti-saccade,62.0,right
6,L,2249721,2249798,77,953.5,519.4,223.1,472.2,13.09,255.0,231,anti-saccade,169.99999999999997,left
6,R,2249722,2249799,77,960.2,529.5,274.8,518.7,12.26,226.0,231,anti-saccade,159.2207792207792,left
6,R,2249822,2249830,8,181.7,517.8,147.0,545.5,0.77,100.0,231,anti-saccade,96.25,left
6,L,2250090,2250117,27,130.6,529.5,23.2,540.7,1.83,118.0,231,anti-saccade,67.77777777777779,left
6,R,2250092,2250131,39,110.7,541.1,41.0,560.9,1.23,134.0,231,anti-saccade,31.538461538461537,left
7,R,2254540,2254580,40,960.6,518.3,1066.9,511.0,1.95,165.0,231,anti-saccade,48.75,right
7,L,2254539,2254583,44,948.7,512.6,1053.4,493.1,1.95,161.0,231,anti-saccade,44.31818181818182,right
7,L,2254649,2254673,24,1076.0,502.0,941.0,496.2,2.48,193.0,231,anti-saccade,103.33333333333333,left
7,R,2254649,2254677,28,1083.4,506.5,940.7,505.1,2.62,174.0,231,anti-saccade,93.57142857142857,left
7,L,2255216,2255252,36,133.7,518.5,70.6,529.2,1.09,134.0,231,anti-saccade,30.27777777777778,left
7,R,2255216,2255255,39,130.8,522.9,61.4,532.5,1.19,149.0,231,anti-saccade,30.51282051282051,left
8,R,2258832,2258885,53,966.4,515.0,968.4,551.5,0.65,249.0,231,anti-saccade,12.264150943396228,right
8,L,2258823,2258910,87,955.7,523.4,957.9,644.7,2.17,441.0,231,anti-saccade,24.942528735632184,right
8,R,2258991,2259019,28,963.1,522.5,964.4,572.1,0.88,122.0,231,anti-saccade,31.42857142857143,right
8,L,2258984,2259027,43,951.8,541.4,967.0,753.7,3.79,233.0,231,anti-saccade,88.13953488372094,right
8,L,2259328,2259393,65,946.1,539.6,1508.6,608.2,10.2,237.0,231,anti-saccade,156.9230769230769,right
8,R,2259327,2259418,91,959.3,524.8,1558.5,583.3,10.82,253.0,231,anti-saccade,118.9010989010989,right
8,R,2259672,2259709,37,1558.3,602.6,1816.7,561.6,4.53,201.0,231,anti-saccade,122.43243243243245,right
8,L,2259673,2259710,37,1559.9,601.1,1836.0,557.1,4.84,200.0,231,anti-saccade,130.8108108108108,right
9,R,2264469,2264521,52,951.7,529.3,956.7,590.2,1.07,176.0,231,anti-saccade,20.57692307692308,right
9,R,2264831,2264905,74,959.8,512.6,1636.4,566.6,12.15,264.0,231,anti-saccade,164.1891891891892,right
9,L,2264831,2264908,77,952.4,526.5,1646.0,580.0,12.44,254.0,231,anti-saccade,161.55844155844153,right
9,R,2265159,2265186,27,1681.8,577.2,1849.9,541.2,2.95,142.0,231,anti-saccade,109.25925925925927,right
9,L,2265159,2265190,31,1676.5,578.7,1872.9,536.8,3.44,177.0,231,anti-saccade,110.96774193548387,right
10,L,2267721,2267728,7,983.6,853.7,980.0,823.9,0.53,70.0,231,anti-saccade,75.71428571428572,left
10,R,2269949,2270032,83,961.2,529.8,1695.7,575.4,13.11,247.0,231,anti-saccade,157.95180722891567,right
10,R,2270423,2270448,25,1747.9,572.1,1891.6,567.2,2.44,137.0,231,anti-saccade,97.6,right
10,L,2270424,2270463,39,1748.2,573.8,1940.9,573.6,3.27,162.0,231,anti-saccade,83.84615384615385,right
